id	ja	zh-TW	en	ko
180	アルバイト★4「もう一息」報酬です。	アルバイト★4「もう一息」報酬です。(TW)	アルバイト★4「もう一息」報酬です。(EN)	アルバイト★4「もう一息」報酬です。(KO)
181	アルバイト★5「もう一息」報酬です。	アルバイト★5「もう一息」報酬です。(TW)	アルバイト★5「もう一息」報酬です。(EN)	アルバイト★5「もう一息」報酬です。(KO)
182	アルバイト★1「成功」報酬です。	アルバイト★1「成功」報酬です。(TW)	アルバイト★1「成功」報酬です。(EN)	アルバイト★1「成功」報酬です。(KO)
183	アルバイト★2「成功」報酬です。	アルバイト★2「成功」報酬です。(TW)	アルバイト★2「成功」報酬です。(EN)	アルバイト★2「成功」報酬です。(KO)
184	アルバイト★3「成功」報酬です。	アルバイト★3「成功」報酬です。(TW)	アルバイト★3「成功」報酬です。(EN)	アルバイト★3「成功」報酬です。(KO)
185	アルバイト★4「成功」報酬です。	アルバイト★4「成功」報酬です。(TW)	アルバイト★4「成功」報酬です。(EN)	アルバイト★4「成功」報酬です。(KO)
186	アルバイト★5「成功」報酬です。	アルバイト★5「成功」報酬です。(TW)	アルバイト★5「成功」報酬です。(EN)	アルバイト★5「成功」報酬です。(KO)
187	アルバイト★1「大成功」報酬です。	アルバイト★1「大成功」報酬です。(TW)	アルバイト★1「大成功」報酬です。(EN)	アルバイト★1「大成功」報酬です。(KO)
188	アルバイト★2「大成功」報酬です。	アルバイト★2「大成功」報酬です。(TW)	アルバイト★2「大成功」報酬です。(EN)	アルバイト★2「大成功」報酬です。(KO)
189	アルバイト★3「大成功」報酬です。	アルバイト★3「大成功」報酬です。(TW)	アルバイト★3「大成功」報酬です。(EN)	アルバイト★3「大成功」報酬です。(KO)
190	アルバイト★4「大成功」報酬です。	アルバイト★4「大成功」報酬です。(TW)	アルバイト★4「大成功」報酬です。(EN)	アルバイト★4「大成功」報酬です。(KO)
191	アルバイト★5「大成功」報酬です。	アルバイト★5「大成功」報酬です。(TW)	アルバイト★5「大成功」報酬です。(EN)	アルバイト★5「大成功」報酬です。(KO)
192	待ち合わせの報酬です。	待ち合わせの報酬です。(TW)	待ち合わせの報酬です。(EN)	待ち合わせの報酬です。(KO)
193	チェックインの報酬です	チェックインの報酬です(TW)	チェックインの報酬です(EN)	チェックインの報酬です(KO)
194	スタンプカードの報酬です	スタンプカードの報酬です(TW)	スタンプカードの報酬です(EN)	スタンプカードの報酬です(KO)
195	ログインボーナス1日目の報酬です。	ログインボーナス1日目の報酬です。(TW)	ログインボーナス1日目の報酬です。(EN)	ログインボーナス1日目の報酬です。(KO)
196	ログインボーナス2日目の報酬です。	ログインボーナス2日目の報酬です。(TW)	ログインボーナス2日目の報酬です。(EN)	ログインボーナス2日目の報酬です。(KO)
197	ログインボーナス3日目の報酬です。	ログインボーナス3日目の報酬です。(TW)	ログインボーナス3日目の報酬です。(EN)	ログインボーナス3日目の報酬です。(KO)
198	ログインボーナス4日目の報酬です。	ログインボーナス4日目の報酬です。(TW)	ログインボーナス4日目の報酬です。(EN)	ログインボーナス4日目の報酬です。(KO)
199	ログインボーナス5日目の報酬です。	ログインボーナス5日目の報酬です。(TW)	ログインボーナス5日目の報酬です。(EN)	ログインボーナス5日目の報酬です。(KO)
200	ログインボーナス6日目の報酬です。	ログインボーナス6日目の報酬です。(TW)	ログインボーナス6日目の報酬です。(EN)	ログインボーナス6日目の報酬です。(KO)
201	ログインボーナス7日目の報酬です。	ログインボーナス7日目の報酬です。(TW)	ログインボーナス7日目の報酬です。(EN)	ログインボーナス7日目の報酬です。(KO)
202	ログインボーナス8日目の報酬です。	ログインボーナス8日目の報酬です。(TW)	ログインボーナス8日目の報酬です。(EN)	ログインボーナス8日目の報酬です。(KO)
203	ログインボーナス9日目の報酬です。	ログインボーナス9日目の報酬です。(TW)	ログインボーナス9日目の報酬です。(EN)	ログインボーナス9日目の報酬です。(KO)
204	ログインボーナス10日目の報酬です。	ログインボーナス10日目の報酬です。(TW)	ログインボーナス10日目の報酬です。(EN)	ログインボーナス10日目の報酬です。(KO)
205	ログインボーナス11日目の報酬です。	ログインボーナス11日目の報酬です。(TW)	ログインボーナス11日目の報酬です。(EN)	ログインボーナス11日目の報酬です。(KO)
206	ログインボーナス12日目の報酬です。	ログインボーナス12日目の報酬です。(TW)	ログインボーナス12日目の報酬です。(EN)	ログインボーナス12日目の報酬です。(KO)
207	ログインボーナス13日目の報酬です。	ログインボーナス13日目の報酬です。(TW)	ログインボーナス13日目の報酬です。(EN)	ログインボーナス13日目の報酬です。(KO)
208	ログインボーナス14日目の報酬です。	ログインボーナス14日目の報酬です。(TW)	ログインボーナス14日目の報酬です。(EN)	ログインボーナス14日目の報酬です。(KO)
209	ログインボーナス15日目の報酬です。	ログインボーナス15日目の報酬です。(TW)	ログインボーナス15日目の報酬です。(EN)	ログインボーナス15日目の報酬です。(KO)
210	ログインボーナス16日目の報酬です。	ログインボーナス16日目の報酬です。(TW)	ログインボーナス16日目の報酬です。(EN)	ログインボーナス16日目の報酬です。(KO)
211	ログインボーナス17日目の報酬です。	ログインボーナス17日目の報酬です。(TW)	ログインボーナス17日目の報酬です。(EN)	ログインボーナス17日目の報酬です。(KO)
212	ログインボーナス18日目の報酬です。	ログインボーナス18日目の報酬です。(TW)	ログインボーナス18日目の報酬です。(EN)	ログインボーナス18日目の報酬です。(KO)
213	ログインボーナス19日目の報酬です。	ログインボーナス19日目の報酬です。(TW)	ログインボーナス19日目の報酬です。(EN)	ログインボーナス19日目の報酬です。(KO)
214	ログインボーナス20日目の報酬です。	ログインボーナス20日目の報酬です。(TW)	ログインボーナス20日目の報酬です。(EN)	ログインボーナス20日目の報酬です。(KO)
215	ログインボーナス21日目の報酬です。	ログインボーナス21日目の報酬です。(TW)	ログインボーナス21日目の報酬です。(EN)	ログインボーナス21日目の報酬です。(KO)
216	ログインボーナス22日目の報酬です。	ログインボーナス22日目の報酬です。(TW)	ログインボーナス22日目の報酬です。(EN)	ログインボーナス22日目の報酬です。(KO)
217	ログインボーナス23日目の報酬です。	ログインボーナス23日目の報酬です。(TW)	ログインボーナス23日目の報酬です。(EN)	ログインボーナス23日目の報酬です。(KO)
218	ログインボーナス24日目の報酬です。	ログインボーナス24日目の報酬です。(TW)	ログインボーナス24日目の報酬です。(EN)	ログインボーナス24日目の報酬です。(KO)
219	ログインボーナス25日目の報酬です。	ログインボーナス25日目の報酬です。(TW)	ログインボーナス25日目の報酬です。(EN)	ログインボーナス25日目の報酬です。(KO)
220	ログインボーナス26日目の報酬です。	ログインボーナス26日目の報酬です。(TW)	ログインボーナス26日目の報酬です。(EN)	ログインボーナス26日目の報酬です。(KO)
221	ログインボーナス27日目の報酬です。	ログインボーナス27日目の報酬です。(TW)	ログインボーナス27日目の報酬です。(EN)	ログインボーナス27日目の報酬です。(KO)
222	ログインボーナス28日目の報酬です。	ログインボーナス28日目の報酬です。(TW)	ログインボーナス28日目の報酬です。(EN)	ログインボーナス28日目の報酬です。(KO)
223	ログインボーナス29日目の報酬です。	ログインボーナス29日目の報酬です。(TW)	ログインボーナス29日目の報酬です。(EN)	ログインボーナス29日目の報酬です。(KO)
224	交換所で獲得したアイテムです。	在交換所獲得的道具。	This is an item obtained at the exchange.	교환소에서 획득한 아이템입니다.
225	ショップで購入したアイテムです。	ショップで購入したアイテムです。(TW)	ショップで購入したアイテムです。(EN)	ショップで購入したアイテムです。(KO)
226	デイリーやる事リストを一定数達成した報酬です。	這是達成一定數量的每日要事清單的獎勵。	This is a reward for achieving a certain number of tasks on the Daily To-Do List.	일일 할일 리스트를 일정 수량 달성한 보상입니다.
227	デイリーやる事リストの達成報酬です。	每日要事清單的達成獎勵。	This is the reward for completing the Daily To-Do List.	일일 할일 리스트의 달성 보상입니다.
228	ビギナーやる事リストの達成報酬です。	ビギナーチャレンジの達成報酬です。(TW)	ビギナーチャレンジの達成報酬です。(EN)	ビギナーチャレンジの達成報酬です。(KO)
229	デイリーやる事リストの継続報酬です。	每日要事清單的持續獎勵。	This is the continuous reward for the Daily To-Do List.	일일 할일 리스트의 연속 보상입니다.
230	ウィークリーやる事リストを一定数達成した報酬です。	這是達成一定數量的每週要事清單的獎勵。	This is a reward for achieving a certain number of tasks on the Weekly To-Do List.	주간 할일 리스트를 일정 수량 달성한 보상입니다.
231	ウィークリーやる事リストの達成報酬です。	每週要事清單的達成獎勵。	This is the reward for completing the Weekly To-Do List.	주간 할일 리스트의 달성 보상입니다.
232	トータルやる事リストの達成報酬です。	綜合要事清單的達成獎勵。	This is the reward for completing the Overall To-Do List.	누적 할일 리스트의 달성 보상입니다.
233	ゆるナビミッションの達成報酬です。	搖曳導覽任務的達成獎勵。	This is the reward for completing the Laid-Back Navi Mission.	유루내비 미션의 달성 보상입니다.
234	ステージ初クリア報酬	ステージ初クリア報酬(TW)	ステージ初クリア報酬(EN)	ステージ初クリア報酬(KO)
235	ステージ初Sランク達成報酬	ステージ初Sランク達成報酬(TW)	ステージ初Sランク達成報酬(EN)	ステージ初Sランク達成報酬(KO)
236	ステージ定常クリア報酬	ステージ定常クリア報酬(TW)	ステージ定常クリア報酬(EN)	ステージ定常クリア報酬(KO)
237	ステージドロップ報酬	ステージドロップ報酬(TW)	ステージドロップ報酬(EN)	ステージドロップ報酬(KO)
238	100ポイント到達報酬	100ポイント到達報酬(TW)	100ポイント到達報酬(EN)	100ポイント到達報酬(KO)
239	200ポイント到達報酬	200ポイント到達報酬(TW)	200ポイント到達報酬(EN)	200ポイント到達報酬(KO)
240	300ポイント到達報酬	300ポイント到達報酬(TW)	300ポイント到達報酬(EN)	300ポイント到達報酬(KO)
241	450ポイント到達報酬	450ポイント到達報酬(TW)	450ポイント到達報酬(EN)	450ポイント到達報酬(KO)
242	600ポイント到達報酬	600ポイント到達報酬(TW)	600ポイント到達報酬(EN)	600ポイント到達報酬(KO)
243	800ポイント到達報酬	800ポイント到達報酬(TW)	800ポイント到達報酬(EN)	800ポイント到達報酬(KO)
244	1000ポイント到達報酬	1000ポイント到達報酬(TW)	1000ポイント到達報酬(EN)	1000ポイント到達報酬(KO)
245	1200ポイント到達報酬	1200ポイント到達報酬(TW)	1200ポイント到達報酬(EN)	1200ポイント到達報酬(KO)
246	1500ポイント到達報酬	1500ポイント到達報酬(TW)	1500ポイント到達報酬(EN)	1500ポイント到達報酬(KO)
247	1800ポイント到達報酬	1800ポイント到達報酬(TW)	1800ポイント到達報酬(EN)	1800ポイント到達報酬(KO)
248	2100ポイント到達報酬	2100ポイント到達報酬(TW)	2100ポイント到達報酬(EN)	2100ポイント到達報酬(KO)
249	2500ポイント到達報酬	2500ポイント到達報酬(TW)	2500ポイント到達報酬(EN)	2500ポイント到達報酬(KO)
250	2900ポイント到達報酬	2900ポイント到達報酬(TW)	2900ポイント到達報酬(EN)	2900ポイント到達報酬(KO)
251	3400ポイント到達報酬	3400ポイント到達報酬(TW)	3400ポイント到達報酬(EN)	3400ポイント到達報酬(KO)
252	4000ポイント到達報酬	4000ポイント到達報酬(TW)	4000ポイント到達報酬(EN)	4000ポイント到達報酬(KO)
253	4700ポイント到達報酬	4700ポイント到達報酬(TW)	4700ポイント到達報酬(EN)	4700ポイント到達報酬(KO)
254	5500ポイント到達報酬	5500ポイント到達報酬(TW)	5500ポイント到達報酬(EN)	5500ポイント到達報酬(KO)
255	6400ポイント到達報酬	6400ポイント到達報酬(TW)	6400ポイント到達報酬(EN)	6400ポイント到達報酬(KO)
256	7400ポイント到達報酬	7400ポイント到達報酬(TW)	7400ポイント到達報酬(EN)	7400ポイント到達報酬(KO)
257	8500ポイント到達報酬	8500ポイント到達報酬(TW)	8500ポイント到達報酬(EN)	8500ポイント到達報酬(KO)
258	9600ポイント到達報酬	9600ポイント到達報酬(TW)	9600ポイント到達報酬(EN)	9600ポイント到達報酬(KO)
259	10800ポイント到達報酬	10800ポイント到達報酬(TW)	10800ポイント到達報酬(EN)	10800ポイント到達報酬(KO)
260	12100ポイント到達報酬	12100ポイント到達報酬(TW)	12100ポイント到達報酬(EN)	12100ポイント到達報酬(KO)
261	13500ポイント到達報酬	13500ポイント到達報酬(TW)	13500ポイント到達報酬(EN)	13500ポイント到達報酬(KO)
262	15500ポイント到達報酬	15500ポイント到達報酬(TW)	15500ポイント到達報酬(EN)	15500ポイント到達報酬(KO)
263	18000ポイント到達報酬	18000ポイント到達報酬(TW)	18000ポイント到達報酬(EN)	18000ポイント到達報酬(KO)
264	22000ポイント到達報酬	22000ポイント到達報酬(TW)	22000ポイント到達報酬(EN)	22000ポイント到達報酬(KO)
265	26000ポイント到達報酬	26000ポイント到達報酬(TW)	26000ポイント到達報酬(EN)	26000ポイント到達報酬(KO)
266	31000ポイント到達報酬	31000ポイント到達報酬(TW)	31000ポイント到達報酬(EN)	31000ポイント到達報酬(KO)
267	36000ポイント到達報酬	36000ポイント到達報酬(TW)	36000ポイント到達報酬(EN)	36000ポイント到達報酬(KO)
268	41000ポイント到達報酬	41000ポイント到達報酬(TW)	41000ポイント到達報酬(EN)	41000ポイント到達報酬(KO)
269	46000ポイント到達報酬	46000ポイント到達報酬(TW)	46000ポイント到達報酬(EN)	46000ポイント到達報酬(KO)
270	52000ポイント到達報酬	52000ポイント到達報酬(TW)	52000ポイント到達報酬(EN)	52000ポイント到達報酬(KO)
271	62000ポイント到達報酬	62000ポイント到達報酬(TW)	62000ポイント到達報酬(EN)	62000ポイント到達報酬(KO)
272	74000ポイント到達報酬	74000ポイント到達報酬(TW)	74000ポイント到達報酬(EN)	74000ポイント到達報酬(KO)
273	88000ポイント到達報酬	88000ポイント到達報酬(TW)	88000ポイント到達報酬(EN)	88000ポイント到達報酬(KO)
274	104000ポイント到達報酬	104000ポイント到達報酬(TW)	104000ポイント到達報酬(EN)	104000ポイント到達報酬(KO)
275	122000ポイント到達報酬	122000ポイント到達報酬(TW)	122000ポイント到達報酬(EN)	122000ポイント到達報酬(KO)
276	142000ポイント到達報酬	142000ポイント到達報酬(TW)	142000ポイント到達報酬(EN)	142000ポイント到達報酬(KO)
277	164000ポイント到達報酬	164000ポイント到達報酬(TW)	164000ポイント到達報酬(EN)	164000ポイント到達報酬(KO)
278	188000ポイント到達報酬	188000ポイント到達報酬(TW)	188000ポイント到達報酬(EN)	188000ポイント到達報酬(KO)
279	214000ポイント到達報酬	214000ポイント到達報酬(TW)	214000ポイント到達報酬(EN)	214000ポイント到達報酬(KO)
280	244000ポイント到達報酬	244000ポイント到達報酬(TW)	244000ポイント到達報酬(EN)	244000ポイント到達報酬(KO)
281	280000ポイント到達報酬	280000ポイント到達報酬(TW)	280000ポイント到達報酬(EN)	280000ポイント到達報酬(KO)
282	330000ポイント到達報酬	330000ポイント到達報酬(TW)	330000ポイント到達報酬(EN)	330000ポイント到達報酬(KO)
283	400000ポイント到達報酬	400000ポイント到達報酬(TW)	400000ポイント到達報酬(EN)	400000ポイント到達報酬(KO)
284	480000ポイント到達報酬	480000ポイント到達報酬(TW)	480000ポイント到達報酬(EN)	480000ポイント到達報酬(KO)
285	570000ポイント到達報酬	570000ポイント到達報酬(TW)	570000ポイント到達報酬(EN)	570000ポイント到達報酬(KO)
286	670000ポイント到達報酬	670000ポイント到達報酬(TW)	670000ポイント到達報酬(EN)	670000ポイント到達報酬(KO)
287	790000ポイント到達報酬	790000ポイント到達報酬(TW)	790000ポイント到達報酬(EN)	790000ポイント到達報酬(KO)
288	930000ポイント到達報酬	930000ポイント到達報酬(TW)	930000ポイント到達報酬(EN)	930000ポイント到達報酬(KO)
289	1100000ポイント到達報酬	1100000ポイント到達報酬(TW)	1100000ポイント到達報酬(EN)	1100000ポイント到達報酬(KO)
290	1300000ポイント到達報酬	1300000ポイント到達報酬(TW)	1300000ポイント到達報酬(EN)	1300000ポイント到達報酬(KO)
291	1520000ポイント到達報酬	1520000ポイント到達報酬(TW)	1520000ポイント到達報酬(EN)	1520000ポイント到達報酬(KO)
292	1800000ポイント到達報酬	1800000ポイント到達報酬(TW)	1800000ポイント到達報酬(EN)	1800000ポイント到達報酬(KO)
293	ポイント到達ループ報酬	ポイント到達ループ報酬(TW)	ポイント到達ループ報酬(EN)	ポイント到達ループ報酬(KO)
294	イベントランキング1位報酬	イベントランキング1位報酬(TW)	イベントランキング1位報酬(EN)	イベントランキング1位報酬(KO)
295	イベントランキング2位報酬	イベントランキング2位報酬(TW)	イベントランキング2位報酬(EN)	イベントランキング2位報酬(KO)
296	イベントランキング3位報酬	イベントランキング3位報酬(TW)	イベントランキング3位報酬(EN)	イベントランキング3位報酬(KO)
297	イベントランキング4～5位報酬	イベントランキング4～5位報酬(TW)	イベントランキング4～5位報酬(EN)	イベントランキング4～5位報酬(KO)
298	イベントランキング6～10位報酬	イベントランキング6～10位報酬(TW)	イベントランキング6～10位報酬(EN)	イベントランキング6～10位報酬(KO)
299	イベントランキング11～50位報酬	イベントランキング11～50位報酬(TW)	イベントランキング11～50位報酬(EN)	イベントランキング11～50位報酬(KO)
300	イベントランキング51～100位報酬	イベントランキング51～100位報酬(TW)	イベントランキング51～100位報酬(EN)	イベントランキング51～100位報酬(KO)
301	イベントランキング101～200位報酬	イベントランキング101～200位報酬(TW)	イベントランキング101～200位報酬(EN)	イベントランキング101～200位報酬(KO)
302	イベントランキング201～300位報酬	イベントランキング201～300位報酬(TW)	イベントランキング201～300位報酬(EN)	イベントランキング201～300位報酬(KO)
303	イベントランキング301～500位報酬	イベントランキング301～500位報酬(TW)	イベントランキング301～500位報酬(EN)	イベントランキング301～500位報酬(KO)
304	イベントランキング501～1000位報酬	イベントランキング501～1000位報酬(TW)	イベントランキング501～1000位報酬(EN)	イベントランキング501～1000位報酬(KO)
305	イベントランキング1001～2000位報酬	イベントランキング1001～2000位報酬(TW)	イベントランキング1001～2000位報酬(EN)	イベントランキング1001～2000位報酬(KO)
306	イベントランキング2001～5000位報酬	イベントランキング2001～5000位報酬(TW)	イベントランキング2001～5000位報酬(EN)	イベントランキング2001～5000位報酬(KO)
307	イベントランキング5001～10000位報酬	イベントランキング5001～10000位報酬(TW)	イベントランキング5001～10000位報酬(EN)	イベントランキング5001～10000位報酬(KO)
308	イベントランキング10001～20000位報酬	イベントランキング10001～20000位報酬(TW)	イベントランキング10001～20000位報酬(EN)	イベントランキング10001～20000位報酬(KO)
309	イベントランキング20001～50000位報酬	イベントランキング20001～50000位報酬(TW)	イベントランキング20001～50000位報酬(EN)	イベントランキング20001～50000位報酬(KO)
310	イベントランキング50001～100000位報酬	イベントランキング50001～100000位報酬(TW)	イベントランキング50001～100000位報酬(EN)	イベントランキング50001～100000位報酬(KO)
311	イベント 第1話 全ステージクリア報酬	イベント 第1話 全ステージクリア報酬(TW)	イベント 第1話 全ステージクリア報酬(EN)	イベント 第1話 全ステージクリア報酬(KO)
312	イベント 第2話 全ステージクリア報酬	イベント 第2話 全ステージクリア報酬(TW)	イベント 第2話 全ステージクリア報酬(EN)	イベント 第2話 全ステージクリア報酬(KO)
313	イベント 第3話 全ステージクリア報酬	イベント 第3話 全ステージクリア報酬(TW)	イベント 第3話 全ステージクリア報酬(EN)	イベント 第3話 全ステージクリア報酬(KO)
314	イベント 第4話 全ステージクリア報酬	イベント 第4話 全ステージクリア報酬(TW)	イベント 第4話 全ステージクリア報酬(EN)	イベント 第4話 全ステージクリア報酬(KO)
315	イベント 第5話 全ステージクリア報酬	イベント 第5話 全ステージクリア報酬(TW)	イベント 第5話 全ステージクリア報酬(EN)	イベント 第5話 全ステージクリア報酬(KO)
316	イベント 第6話 全ステージクリア報酬	イベント 第6話 全ステージクリア報酬(TW)	イベント 第6話 全ステージクリア報酬(EN)	イベント 第6話 全ステージクリア報酬(KO)
317	イベント 第7話 全ステージクリア報酬	イベント 第7話 全ステージクリア報酬(TW)	イベント 第7話 全ステージクリア報酬(EN)	イベント 第7話 全ステージクリア報酬(KO)
318	イベント 第8話 全ステージクリア報酬	イベント 第8話 全ステージクリア報酬(TW)	イベント 第8話 全ステージクリア報酬(EN)	イベント 第8話 全ステージクリア報酬(KO)
319	イベント 第1話 全ステージSクリア報酬	イベント 第1話 全ステージSクリア報酬(TW)	イベント 第1話 全ステージSクリア報酬(EN)	イベント 第1話 全ステージSクリア報酬(KO)
320	イベント 第2話 全ステージSクリア報酬	イベント 第2話 全ステージSクリア報酬(TW)	イベント 第2話 全ステージSクリア報酬(EN)	イベント 第2話 全ステージSクリア報酬(KO)
321	イベント 第3話 全ステージSクリア報酬	イベント 第3話 全ステージSクリア報酬(TW)	イベント 第3話 全ステージSクリア報酬(EN)	イベント 第3話 全ステージSクリア報酬(KO)
322	イベント 第4話 全ステージSクリア報酬	イベント 第4話 全ステージSクリア報酬(TW)	イベント 第4話 全ステージSクリア報酬(EN)	イベント 第4話 全ステージSクリア報酬(KO)
323	イベント 第5話 全ステージSクリア報酬	イベント 第5話 全ステージSクリア報酬(TW)	イベント 第5話 全ステージSクリア報酬(EN)	イベント 第5話 全ステージSクリア報酬(KO)
324	イベント 第6話 全ステージSクリア報酬	イベント 第6話 全ステージSクリア報酬(TW)	イベント 第6話 全ステージSクリア報酬(EN)	イベント 第6話 全ステージSクリア報酬(KO)
325	イベント 第7話 全ステージSクリア報酬	イベント 第7話 全ステージSクリア報酬(TW)	イベント 第7話 全ステージSクリア報酬(EN)	イベント 第7話 全ステージSクリア報酬(KO)
326	イベント 第8話 全ステージSクリア報酬	イベント 第8話 全ステージSクリア報酬(TW)	イベント 第8話 全ステージSクリア報酬(EN)	イベント 第8話 全ステージSクリア報酬(KO)
327	イベントステージ定常クリア報酬	イベントステージ定常クリア報酬(TW)	イベントステージ定常クリア報酬(EN)	イベントステージ定常クリア報酬(KO)
328	イベントステージドロップ報酬	イベントステージドロップ報酬(TW)	イベントステージドロップ報酬(EN)	イベントステージドロップ報酬(KO)
329	野外活動計画の報酬です	户外活动计划的报酬	Compensation for outdoor activity plan	야외 활동 계획의 보상
330	もっと野外活動計画の報酬です	更多的野外活動計畫的獎勵	More Outdoor Activity Plan rewards	더 많은 야외활동 계획의 보상입니다
331	野外活動計画プレミアムの報酬です	野外活動計畫高級版的獎勵	This is a reward for the Premium Outdoor Activity Plan.	야외활동 계획 프리미엄의 보상입니다
332	もっと野外活動計画プレミアムの報酬です	更多的野外活動計畫高級版的獎勵	This is a reward for the More Premium Outdoor Activity Plans.	더 야외활동 계획 플러스 프리미엄의 보상입니다
333	ドーナツL	ドーナツL(TW)	ドーナツL(EN)	ドーナツL(KO)
334	ドーナツM	ドーナツM(TW)	ドーナツM(EN)	ドーナツM(KO)
335	ゴールドポイント	ゴールドポイント(TW)	ゴールドポイント(EN)	ゴールドポイント(KO)
336	指輪(赤)	指輪(赤)(TW)	指輪(赤)(EN)	指輪(赤)(KO)
337	指輪(黄)	指輪(黄)(TW)	指輪(黄)(EN)	指輪(黄)(KO)
338	指輪(青)	指輪(青)(TW)	指輪(青)(EN)	指輪(青)(KO)
339	指輪(紫)	指輪(紫)(TW)	指輪(紫)(EN)	指輪(紫)(KO)
340	指輪(緑)	指輪(緑)(TW)	指輪(緑)(EN)	指輪(緑)(KO)
341	リップ	リップ(TW)	リップ(EN)	リップ(KO)
342	リボン	リボン(TW)	リボン(EN)	リボン(KO)
343	ハンドクリーム	ハンドクリーム(TW)	ハンドクリーム(EN)	ハンドクリーム(KO)
344	ミラー	ミラー(TW)	ミラー(EN)	ミラー(KO)
345	パフューム	パフューム(TW)	パフューム(EN)	パフューム(KO)
346	アロマキャンドル	アロマキャンドル(TW)	アロマキャンドル(EN)	アロマキャンドル(KO)
347	イヤリング	イヤリング(TW)	イヤリング(EN)	イヤリング(KO)
348	ペンダント	ペンダント(TW)	ペンダント(EN)	ペンダント(KO)
349	つなキャンスタートダッシュ★3交換チケット	つなキャンスタートダッシュ★3交換チケット(TW)	つなキャンスタートダッシュ★3交換チケット(EN)	つなキャンスタートダッシュ★3交換チケット(KO)
350	『ゆるキャン②服』各務原 なでしこ	『ゆるキャン②服』各務原 なでしこ(TW)	『ゆるキャン②服』各務原 なでしこ(EN)	『ゆるキャン②服』各務原 なでしこ(KO)
351	まんじゅう	まんじゅう(TW)	まんじゅう(EN)	まんじゅう(KO)
352	『ゆるキャン①服』志摩 リン	『ゆるキャン①服』志摩 リン(TW)	『ゆるキャン①服』志摩 リン(EN)	『ゆるキャン①服』志摩 リン(KO)
353	『ゆるキャン△②(なでしこ)』のカケラ	『本栖高校制服(なでしこ)』のカケラ(TW)	『本栖高校制服(なでしこ)』のカケラ(EN)	『本栖高校制服(なでしこ)』のカケラ(KO)
354	おち葉シール	おち葉シール(TW)	おち葉シール(EN)	おち葉シール(KO)
355	キャンプ雑誌(地)	キャンプ雑誌(地)(TW)	キャンプ雑誌(地)(EN)	キャンプ雑誌(地)(KO)
356	キャンプ雑誌(水)	キャンプ雑誌(水)(TW)	キャンプ雑誌(水)(EN)	キャンプ雑誌(水)(KO)
357	キャンプ雑誌(火)	キャンプ雑誌(火)(TW)	キャンプ雑誌(火)(EN)	キャンプ雑誌(火)(KO)
358	キャンプ雑誌(風)	キャンプ雑誌(風)(TW)	キャンプ雑誌(風)(EN)	キャンプ雑誌(風)(KO)
359	キャンプ雑誌(空)	キャンプ雑誌(空)(TW)	キャンプ雑誌(空)(EN)	キャンプ雑誌(空)(KO)
360	ガイドブック(地)	ガイドブック(地)(TW)	ガイドブック(地)(EN)	ガイドブック(地)(KO)
361	ガイドブック(水)	ガイドブック(水)(TW)	ガイドブック(水)(EN)	ガイドブック(水)(KO)
362	ガイドブック(火)	ガイドブック(火)(TW)	ガイドブック(火)(EN)	ガイドブック(火)(KO)
363	ガイドブック(風)	ガイドブック(風)(TW)	ガイドブック(風)(EN)	ガイドブック(風)(KO)
364	ガイドブック(空)	ガイドブック(空)(TW)	ガイドブック(空)(EN)	ガイドブック(空)(KO)
365	『ゆるキャン△①(リン)』のカケラ	『本栖高校制服(リン)』のカケラ(TW)	『本栖高校制服(リン)』のカケラ(EN)	『本栖高校制服(リン)』のカケラ(KO)
366	なでしこのガスランタン	なでしこのガスランタンのカケラ(TW)	なでしこのガスランタンのカケラ(EN)	なでしこのガスランタンのカケラ(KO)
367	なでしこのガスランタンの設計図	0	0	0
368	なでしこのガスランタンのカケラ	かるくてじょうぶな金属(TW)	かるくてじょうぶな金属(EN)	かるくてじょうぶな金属(KO)
369	かるくてじょうぶな金属	ふつうの金属(TW)	ふつうの金属(EN)	ふつうの金属(KO)
370	ふつうの金属	ねつにつよいガラス(TW)	ねつにつよいガラス(EN)	ねつにつよいガラス(KO)
371	ねつにつよいガラス	よくもえるガス(TW)	よくもえるガス(EN)	よくもえるガス(KO)
372	よくもえるガス	0	0	0
373	顧問の先生(銀)	顧問の先生(銀)(TW)	顧問の先生(銀)(EN)	顧問の先生(銀)(KO)
374	先輩キャンパー(銀)	先輩キャンパー(銀)(TW)	先輩キャンパー(銀)(EN)	先輩キャンパー(銀)(KO)
375	顧問の先生(金)	顧問の先生(金)(TW)	顧問の先生(金)(EN)	顧問の先生(金)(KO)
376	先輩キャンパー(金)	先輩キャンパー(金)(TW)	先輩キャンパー(金)(EN)	先輩キャンパー(金)(KO)
377	リンのスクーター	0	0	0
378	リンノスクーターの設計図	0	0	0
379	リンのスクーターのカケラ	リンのスクーターのカケラ(TW)	リンのスクーターのカケラ(EN)	リンのスクーターのカケラ(KO)
380	かるい金属	かるい金属(TW)	かるい金属(EN)	かるい金属(KO)
381	じょうぶな樹脂	じょうぶな樹脂(TW)	じょうぶな樹脂(EN)	じょうぶな樹脂(KO)
382	じょうぶなゴム	じょうぶなゴム(TW)	じょうぶなゴム(EN)	じょうぶなゴム(KO)
383	ちいさなバッテリー	ちいさなバッテリー(TW)	ちいさなバッテリー(EN)	ちいさなバッテリー(KO)
